date,seasonal naive,seasonal_arimax,lstm,tcn
2013-12-16,854.8806195788914,69.86489982068717,80.79683823055692,80.18340502844916
2013-12-17,316.077209048801,84.10718773985201,97.57531876034207,83.36402755313449
2013-12-18,202.62708240085178,86.21658195973502,96.59224520789252,86.53188270992703
2013-12-19,201.27778731452094,67.64570709717424,70.1148157119751,74.40709590911865
2013-12-20,132.243085331387,70.84631601893308,75.28499984741211,73.00123850504558
2013-12-21,502.94978703392877,97.528824148956,98.93241129981146,94.3890962600708
2013-12-22,160.1003892686632,112.18028852152666,103.59382004208035,97.81509727901883
