date,seasonal naive,seasonal_arimax,lstm,tcn
2013-12-16,239.94377623664008,67.67000182257468,69.57513152228461,68.99018838670519
2013-12-17,119.39452107747395,84.28681615900311,91.40001487731934,85.95340071784125
2013-12-18,147.90020900302463,58.2892649829766,68.15788904825847,66.60851287841797
2013-12-19,173.8829165564643,58.14326530345935,62.09463734096951,68.23115348815918
2013-12-20,99.48901854621039,74.52934919521351,75.92460060119629,85.09526062011719
2013-12-21,216.32326157887778,63.43117483094834,76.69142415788438,73.29235214657254
2013-12-22,205.21651681264242,62.04640261774505,64.22249984741211,75.35659450954861
